,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Address,City,State,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,LargestPropertyUseTypeGFA
342,444,2016,NonResidential,Warehouse,FedEX van Terminal,2024049016,2,GREATER DUWAMISH,2001,1.0,1.0,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,16.20000076,16.20000076,50.70000076,50.70000076,1987934.625,1987934.625,0.0,582630.1875,1987934.0,0.0,0.0,False,Compliant,651 S Alaska St,Seattle,WA,47.56064,-122.32522,13.86,0.11,23760.8,59.0,123061.0
343,446,2016,NonResidential,Distribution Center,Washington State Ferries Building,2024049060,2,GREATER DUWAMISH,1963,1.0,1.0,59090,0,59090,"Distribution Center, Office",Distribution Center,Office,46.59999847,53.40000153,71.40000153,78.90000153,2756214.75,3153949.5,0.0,185927.7969,634386.0,21218.28906,2121829.0,False,Compliant,6000 6th Ave S,Seattle,WA,47.54868,-122.3255,117.11,1.98,18818.0,45.0,40272.0
344,447,2016,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,2024049061,2,GREATER DUWAMISH,1963,1.0,1.0,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,7.1999998089999995,7.1999998089999995,22.60000038,22.60000038,763364.5,763364.5,0.0,223729.2969,763364.0,0.0,0.0,False,Compliant,750 S Michigan St,Seattle,WA,47.5471,-122.32406,5.32,0.05,40083.4,93.0,106001.0
345,449,2016,NonResidential,Large Office,1551 Eastlake,2107700210,4,LAKE UNION,1962,1.0,3.0,158600,38400,120200,"Laboratory, Office, Parking",Office,Parking,125.59999850000001,126.6999969,360.39999389999997,361.60000610000003,18309150.0,18471858.0,0.0,4672048.0,15941028.0,23681.20117,2368120.0,False,Compliant,1551 Eastlake Ave E,Seattle,WA,47.63349,-122.32633999999999,236.9,1.49,32821.0,19.0,125779.0
346,451,2016,NonResidential,Distribution Center,Frye Distribution Center,2136200695,2,GREATER DUWAMISH,1960,1.0,1.0,119661,0,119661,Distribution Center,Distribution Center,no information,6.5,6.5,20.5,20.5,775729.1875,775864.1875,0.0,227129.2969,774965.0,7.638800144,764.0,False,Compliant,660 S. Othello St.,Seattle,WA,47.53764,-122.3232,5.44,0.05,24468.6,97.0,118733.0
347,452,2016,NonResidential,Large Office,1144 Eastlake Building,2163901080,3,LAKE UNION,2001,1.0,7.0,139200,44728,94472,Office,Office,no information,52.90000153,52.90000153,166.1000061,166.1000061,4342597.0,4342597.0,0.0,1272742.25,4342597.0,0.0,0.0,False,Compliant,1144 Eastlake Ave East,Seattle,WA,47.62958,-122.32826000000001,30.27,0.22,27252.2,81.0,82098.0
348,453,2016,NonResidential,Small- and Mid-Sized Office,701 Dexter,2249000245,7,MAGNOLIA / QUEEN ANNE,1984,1.0,6.0,95721,33921,61800,"Office, Parking",Office,Parking,32.0,33.0,100.5,103.5,3063504.5,3155171.75,0.0,897861.6875,3063504.0,0.0,0.0,False,Compliant,701 Dexter Avenue North,Seattle,WA,47.625659999999996,-122.34286999999999,21.36,0.22,31746.0,95.0,95721.0
349,456,2016,NonResidential,Large Office,1100 Dexter-RREEF SeaDPD ID 456,2249500490,7,MAGNOLIA / QUEEN ANNE,1996,2.0,5.0,213283,115228,98055,"Office, Parking",Office,Parking,53.59999847,53.59999847,168.3999939,168.3999939,5661689.5,5661689.5,0.0,1659346.125,5661689.0,0.0,0.0,False,Compliant,1100 Dexter Avenue North,Seattle,WA,47.629290000000005,-122.34194,39.47,0.19,0.0,83.0,105563.0
350,457,2016,NonResidential,Large Office,1441 N. 34th Street,2264501110,4,LAKE UNION,2001,1.0,3.0,103697,47656,56041,Office,Office,no information,179.1000061,184.6999969,350.2999878,356.10000610000003,11319836.0,11672252.0,0.0,1437351.5,4904243.0,64155.921879999994,6415592.0,False,Compliant,1441 N 34TH ST,Seattle,WA,47.64776,-122.33923999999999,374.92,3.62,34262.0,7.0,63199.0
351,458,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,2434900010,5,NORTH,1974,1.0,5.0,74880,0,74880,"Office, Parking",Office,Parking,71.59999847,77.09999847,224.6999969,242.10000609999997,5134607.5,5531460.0,0.0,1504867.25,5134607.0,0.0,0.0,False,Compliant,155 NE 100th Street,Seattle,WA,47.70105,-122.32659,35.8,0.48,0.0,56.0,71751.0
352,459,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,2434900020,5,NORTH,1979,1.0,6.0,88774,0,88774,"Office, Parking",Office,Parking,70.59999847,74.40000153,221.8000031,233.8000031,6029121.5,6353294.0,0.0,1767034.25,6029121.0,0.0,0.0,False,Compliant,9725 3rd Avenue,Seattle,WA,47.69999,-122.32663000000001,42.03,0.47,0.0,53.0,85339.0
353,460,2016,NonResidential,Large Office,Northgate Plaza,2434900030,5,NORTH,1983,1.0,5.0,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,Adult Education,43.5,43.5,136.3999939,136.3999939,5535626.0,5535626.0,0.0,1622399.0,5535625.0,0.0,0.0,False,Compliant,9709 3rd Ave NE,Seattle,WA,47.69917,-122.3268,38.59,0.32,30177.0,93.0,91281.0
354,461,2016,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,2434900100,5,NORTH,1979,1.0,4.0,53730,0,53730,"Office, Parking",Office,Parking,88.30000305,88.30000305,277.2000122,277.2000122,4742869.0,4742869.0,0.0,1390055.25,4742869.0,0.0,0.0,False,Compliant,9750 3rd Ave NE,Seattle,WA,47.70063,-122.32486999999999,33.06,0.62,0.0,20.0,53730.0
355,462,2016,NonResidential,Small- and Mid-Sized Office,Delridge Building,2444600005,1,DELRIDGE,1960,1.0,3.0,55593,0,55593,Office,Office,no information,76.0,79.40000153,186.6999969,190.1999969,4224872.5,4414587.0,0.0,833103.5,2842549.0,13823.230469999999,1382323.0,False,Compliant,4045 Delridge Way,Seattle,WA,47.5671,-122.36416000000001,93.23,1.68,20227.0,55.0,55593.0
356,463,2016,NonResidential,Large Office,425 Pontius,2467400315,7,LAKE UNION,1982,1.0,4.0,134056,60960,73096,"Office, Parking",Office,Parking,65.19999695,68.0,204.6000061,213.5,4695139.0,4899096.0,0.0,1376066.25,4695138.0,0.0,0.0,False,Compliant,425 Pontius Ave N,Seattle,WA,47.622690000000006,-122.33223999999998,32.73,0.24,59137.0,54.0,72066.0
357,464,2016,NonResidential,Retail Store,Costco #0001 Seattle,2617650020,2,GREATER DUWAMISH,2005,1.0,1.0,158415,0,158415,Retail Store,Retail Store,no information,141.3999939,147.0,358.60000610000003,364.5,22394416.0,23293664.0,0.0,4668122.5,15927634.0,64667.80469,6466780.0,False,Compliant,4401 4th Ave South,Seattle,WA,47.5653,-122.33076000000001,454.49,2.87,38899.8,25.0,158415.0
358,465,2016,NonResidential,Large Office,1000 Denny Building,2693100010,7,LAKE UNION,1929,1.0,8.0,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,Data Center,176.0,174.6000061,550.7000122000001,545.9000244,48406556.0,48037000.0,0.0,14113435.0,48155040.0,2515.1098629999997,251511.0,False,Compliant,1000 Denny Way,Seattle,WA,47.61907,-122.33651,349.07,1.21,88350.0,70.4,155985.0
359,466,2016,NonResidential,Other,VM Seattle Hospital & Medical Center - Buck Pavilion,1979200225,3,EAST,1975,1.0,8.0,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,no information,389.10000610000003,385.60000610000003,1026.599976,1001.0,61762380.0,61214744.0,5650343.5,13636758.0,46528618.0,95718.15625,9571816.0,False,Compliant,1100 9th Avenue,Seattle,WA,47.60953,-122.32793000000001,1268.87,7.99,58230.0,56.6,158738.0
360,492,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,1989201010,7,MAGNOLIA / QUEEN ANNE,1985,1.0,4.0,86995,28800,58195,"Office, Parking",Office,Parking,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0.0,876809.625,2991674.0,0.0,0.0,False,Compliant,201 Queen Anne Ave N,Seattle,WA,47.62003,-122.35706,20.86,0.24,28800.0,81.0,58195.0
361,467,2016,NonResidential,Retail Store,70100608-Ballard,1982202070,6,BALLARD,1999,1.0,1.0,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,104.0,107.6999969,276.0,278.0,18390344.0,19031574.0,0.0,4132326.75,14099499.0,42908.43359,4290843.0,False,Compliant,915 NW 45th Street,Seattle,WA,47.66057,-122.36856999999999,326.18,1.98,74102.0,62.0,102653.0
362,468,2016,NonResidential,Large Office,Interurban Exchange II - SEDO,1983200150,7,LAKE UNION,2009,1.0,5.0,184482,66234,118248,"Office, Other, Parking",Office,Parking,47.40000153,49.09999847,148.5,153.6000061,5671256.0,5869476.5,0.0,1656231.0,5651060.0,201.9499969,20195.0,False,Compliant,535 Terry Ave. North,Seattle,WA,47.62402,-122.33755,40.47,0.22,66234.0,95.0,118016.0
363,469,2016,NonResidential,Laboratory,Rosen Building - SEDO,1983200160,7,LAKE UNION,1928,1.0,3.0,55200,0,55200,"Data Center, Laboratory",Laboratory,Data Center,210.0,218.6999969,504.5,509.0,11594121.0,12072969.0,0.0,2198235.0,7500378.0,40937.42188,4093742.0,False,Compliant,960 Republican St.,Seattle,WA,47.62348,-122.33743,269.71,4.89,320.0,67.0,54880.0
364,470,2016,NonResidential,Laboratory,401 Terry (ID470),1983200200,7,LAKE UNION,2003,1.0,4.0,241159,111793,129366,Laboratory,Laboratory,no information,191.3999939,197.1999969,442.79998780000005,449.0,33713876.0,34746128.0,0.0,5975651.5,20388923.0,133249.5156,13324952.0,False,Compliant,401 TERRY AVE N,Seattle,WA,47.62254,-122.33753,849.83,3.52,82818.4,70.4,176171.0
365,471,2016,NonResidential,Large Office,428 Westlake,1983200245,7,LAKE UNION,2004,1.0,6.0,139282,52582,86700,"Financial Office, Food Service, Office, Other, Parking",Office,Parking,37.29999924,37.29999924,117.3000031,117.3000031,3238216.0,3238216.0,0.0,949066.6875,3238216.0,0.0,0.0,False,Compliant,428 Westlake Avenue N.,Seattle,WA,47.622859999999996,-122.33803999999999,22.57,0.16,52582.0,96.0,79384.0
366,473,2016,NonResidential,Large Office,City Place II - SEDO,1983200585,7,LAKE UNION,2009,1.0,5.0,271071,98700,172371,"Medical Office, Office, Parking",Office,Parking,42.40000153,43.0,131.5,133.3000031,7851334.5,7960023.0,0.0,2255357.5,7695280.0,1560.540039,156054.0,False,Compliant,500 Boren Ave. N.,Seattle,WA,47.62383,-122.3356,61.93,0.23,96918.0,96.0,168132.0
367,474,2016,NonResidential,Warehouse,08185-Lake Union,1984200035,3,LAKE UNION,1914,1.0,5.0,127800,0,127800,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,21.70000076,22.0,64.40000153,64.69999695,2767491.0,2811924.5,0.0,746069.875,2545590.0,2219.0,221900.0,False,Compliant,700 Fairview Ave N,Seattle,WA,47.62572,-122.33389,29.53,0.23,15650.2,56.0,127800.0
368,475,2016,NonResidential,Large Office,Arnold Building,1984200135,3,LAKE UNION,2002,1.0,5.0,560516,206597,353919,"Office, Parking",Office,Parking,80.80000305,81.59999847,202.1999969,200.6000061,30083496.0,30401640.0,0.0,6132058.5,20922584.0,91609.10156,9160910.0,False,Compliant,1100 Fairview Ave No.,Seattle,WA,47.62855,-122.33035,632.4,1.13,189133.0,71.0,372503.0
369,476,2016,NonResidential,Large Office,Yale,1984200185,3,LAKE UNION,2001,1.0,6.0,226592,95000,131592,"Office, Parking",Office,Parking,90.90000153,89.80000305,281.60000610000003,278.0,11963428.0,11812678.0,0.0,3434879.5,11719809.0,2436.178711,243618.0,False,Compliant,823 Yale Ave N.,Seattle,WA,47.62621,-122.33128,94.64,0.42,83178.0,49.0,131592.0
370,477,2016,Campus,Other,Weintraub/Hutchinson/Thomas,1984200455,3,LAKE UNION,1997,1.0,5.0,535947,0,535947,"Other, Parking",Other,Parking,245.10000609999997,255.8000031,509.3999938999999,515.5999756,131373880.0,137106112.0,0.0,18941222.0,64627449.0,667464.25,66746425.0,False,Compliant,1100 Fairview Ave N,Seattle,WA,47.62855,-122.33035,3995.45,7.45,103983.0,74.6,535947.0
371,480,2016,NonResidential,Mixed Use Property,307 Westlake - SEDO,1986200135,7,LAKE UNION,2003,1.0,5.0,159700,50654,109046,"Office, Other, Parking, Retail Store",Other,Parking,270.39999389999997,275.10000610000003,650.5999756,655.5,31371618.0,31915486.0,0.0,5965944.5,20355803.0,110158.125,11015812.0,False,Compliant,307 Westlake Ave. N.,Seattle,WA,47.62121,-122.33885,726.96,4.55,49314.0,73.6,72407.0
372,481,2016,NonResidential,Large Office,Westlake Terry - East SEDO,1986200185,7,LAKE UNION,2006,1.0,4.0,209816,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,Parking,51.0,51.0,135.1999969,135.1999969,6917478.5,6917478.5,0.0,1554456.625,5303806.0,16136.71973,1613672.0,False,Compliant,321 Terry Ave. N.,Seattle,WA,47.62137,-122.33743999999999,122.68,0.58,79091.0,97.0,113803.0
373,482,2016,NonResidential,Large Office,Westlake Terry - West SEDO,1986200215,7,LAKE UNION,2006,1.0,6.0,303103,109905,193198,"Bank Branch, Office, Parking",Office,Parking,40.70000076,40.90000153,123.6999969,123.90000149999999,7519466.5,7554767.0,0.0,2094799.75,7147457.0,3720.090332,372009.0,False,Compliant,320 Westlake Ave. N.,Seattle,WA,47.62131,-122.33814,69.59,0.23,99368.0,97.0,178628.0
374,484,2016,NonResidential,Mixed Use Property,Fred Rogers Building,1986200380,7,LAKE UNION,1954,1.0,3.0,67380,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,Office,42.09999847,46.79999924,94.19999695,99.19999695,2755829.0,3066491.25,0.0,459033.0938,1566221.0,11896.08008,1189608.0,False,Compliant,1020 John St.,Seattle,WA,47.620020000000004,-122.33686999999999,74.1,1.1,17372.0,66.0,29732.0
375,487,2016,NonResidential,Laboratory,UW Medicine Research Phase I,1988201480,7,LAKE UNION,1963,1.0,4.0,102235,0,102235,Laboratory,Laboratory,no information,236.5,241.5,559.5,559.7000122000001,24395228.0,24903228.0,0.0,4500367.5,15355254.0,90399.71875,9039972.0,False,Compliant,850 Republican St.,Seattle,WA,47.62405,-122.34036,587.16,5.74,61333.6,73.8,103135.0
376,488,2016,NonResidential,Mixed Use Property,UW Medicine Research Phase II,1988201485,7,LAKE UNION,2008,1.0,5.0,436497,153684,282813,"Laboratory, Office, Parking",Laboratory,Parking,171.1999969,180.1999969,417.0,427.6000061000001,45252356.0,47629656.0,0.0,8790355.0,29992691.0,152596.625,15259662.0,False,Compliant,850 Republican Street,Seattle,WA,47.62405,-122.34036,1019.53,2.34,173235.0,75.8,175364.0
377,489,2016,NonResidential,Small- and Mid-Sized Office,200 West Thomas,1989200615,7,MAGNOLIA / QUEEN ANNE,1974,1.0,5.0,88062,20826,67236,"Office, Parking",Office,Parking,52.70000076,55.0,165.6000061,172.6000061,3415561.25,3558562.5,0.0,1001043.625,3415561.0,0.0,0.0,False,Compliant,200 West Thomas St,Seattle,WA,47.62115,-122.3597,23.81,0.27,21396.0,80.0,64752.0
378,490,2016,NonResidential,Small- and Mid-Sized Office,North Tower,1989200720,7,MAGNOLIA / QUEEN ANNE,1972,1.0,5.0,87178,20416,66762,"Office, Parking",Office,Parking,54.5,57.59999847,171.1000061,180.8000031,3632613.75,3838006.75,0.0,1064658.125,3632614.0,0.0,0.0,False,Compliant,100 West Harrison,Seattle,WA,47.622240000000005,-122.3585,25.32,0.29,15167.0,69.0,66648.0
379,491,2016,NonResidential,Small- and Mid-Sized Office,South Tower,1989200740,7,MAGNOLIA / QUEEN ANNE,1970,1.0,5.0,87178,20416,66762,"Office, Parking",Office,Parking,52.29999924,55.5,164.3000031,174.3000031,3493093.75,3705629.0,0.0,1023767.125,3493093.0,0.0,0.0,False,Compliant,100 West Harrison,Seattle,WA,47.622240000000005,-122.3585,24.35,0.28,28285.0,86.0,66747.0
380,493,2016,NonResidential,Small- and Mid-Sized Office,200 First Ave W,1989201020,7,MAGNOLIA / QUEEN ANNE,1971,1.0,5.0,88000,21600,66400,"Office, Parking",Office,Parking,50.0,0.0,157.0,0.0,3484915.5,0.0,0.0,1021370.188,3484915.0,0.0,0.0,False,Compliant,200 1ST AVE W,Seattle,WA,47.62014,-122.35768,24.29,0.28,17487.0,75.0,69691.0
381,494,2016,NonResidential,Medical Office,4225 Roosevelt 2ros4225,1145000200,4,NORTHEAST,1988,1.0,4.0,196749,88405,108344,"Medical Office, Parking",Medical Office,Parking,176.8999939,182.0,411.5,416.2999878,19165116.0,19718338.0,0.0,3430113.5,11703547.0,74615.66406,7461566.0,False,Compliant,4225 Roosevelt Way NE,Seattle,WA,47.65821,-122.31831000000001,477.87,2.43,88405.0,5.0,108344.0
382,495,2016,NonResidential,Medical Office,4245 Roosevelt 2ros4245,1145000310,4,NORTHEAST,1994,1.0,4.0,191276,95281,95995,Medical Office,Medical Office,no information,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,8422861.0,0.0,2346217.25,8005293.0,4175.669922,417567.0,False,Compliant,4245 Roosevelt Way NE,Seattle,WA,47.658840000000005,-122.3183,77.99,0.41,25823.4,21.0,95995.0
383,496,2016,NonResidential,Self-Storage Facility,Market St Center,1175001235,6,BALLARD,1946,2.0,2.0,111445,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",no information,no information,47.79999924,51.0,103.0,106.40000149999999,5697472.5,6076957.0,0.0,881452.0,3007514.0,26899.58203,2689958.0,False,Compliant,2811 NW Market Street,Seattle,WA,47.66838,-122.3931,163.83,1.47,36258.542638331404,65.4485559566787,98301.0279595479
384,497,2016,NonResidential,Warehouse,08176-West Seattle,1324039093,1,SOUTHWEST,1997,1.0,4.0,98475,0,98475,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,11.10000038,12.0,27.89999962,28.89999962,1090496.625,1178591.625,0.0,225380.0,768997.0,3215.0,321500.0,False,Compliant,2964 Sw Avalon Way,Seattle,WA,47.56885,-122.37121,22.44,0.23,31552.6,83.0,98475.0
385,498,2016,NonResidential,Hospital,SCCA,1361300055,3,LAKE UNION,2000,1.0,7.0,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),no information,198.1000061,200.3000031,467.6000061000001,465.1000061000001,42709624.0,43178016.0,0.0,7849323.5,26781892.0,159277.2813,15927728.0,False,Compliant,825 Eastlake Ave E,Seattle,WA,47.626670000000004,-122.32965,1032.63,2.94,123698.4,23.0,215602.0
386,500,2016,NonResidential,Supermarket / Grocery Store,70100179-Lake City,1453601660,5,NORTH,1995,1.0,2.0,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,119.90000149999999,122.59999850000001,310.2000122,310.89999389999997,14512786.0,14843382.0,0.0,3130371.0,10680826.0,38319.58594,3831959.0,False,Compliant,13000 Lake City Way NE,Seattle,WA,47.7237,-122.29231999999999,277.98,0.9,0.0,78.0,121087.0
387,503,2016,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),1824049003,2,GREATER DUWAMISH,2008,1.0,1.0,63225,0,63225,Supermarket/Grocery Store,Supermarket/Grocery Store,no information,103.1999969,103.1999969,323.89999389999997,323.89999389999997,6522551.5,6522551.5,0.0,1911650.25,6522551.0,0.0,0.0,False,Compliant,3670 E MARGINAL WAY S,Seattle,WA,47.56895,-122.33775,45.47,0.72,34262.0,100.0,63225.0
388,504,2016,Nonresidential COS,Other,Westbridge,1824049020,1,DELRIDGE,1955,0.0,1.0,113780,0,113780,"Office, Other - Services",Other - Services,Office,31.39999962,35.29999924,60.0,64.09999847,3574542.25,4021869.0,0.0,431091.6875,1470885.0,21036.57031,2103657.0,False,Compliant,4209 W Marginal Way SW,Seattle,WA,47.56548,-122.35378,121.98,1.07,22248.0,52.4,91532.0
389,507,2016,NonResidential,Warehouse,Skyline-East Marginal,1824049063,2,GREATER DUWAMISH,1999,1.0,1.0,243044,0,243044,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,4.3000001910000005,4.3000001910000005,9.0,9.0,1396082.25,1396082.25,0.0,205444.5938,700977.0,6951.050293000001,695105.0,False,Compliant,4401 E Marginal Way S,Seattle,WA,47.56419,-122.34262,41.8,0.17,142919.2,100.0,325424.0
390,508,2016,NonResidential,Other,The Park View Building,1825049147,6,LAKE UNION,2001,1.0,3.0,280252,156312,123940,"Office, Parking, Retail Store",Parking,Office,93.0,93.0,291.89999389999997,291.89999389999997,11521702.0,11521702.0,0.0,3376817.5,11521701.0,0.0,0.0,False,Compliant,601 N 34th St,Seattle,WA,47.64942,-122.35023999999999,80.32,0.29,116440.0,70.4,156312.0
391,513,2016,NonResidential,Other,Q13 FOX,1925049022,7,MAGNOLIA / QUEEN ANNE,1952,1.0,3.0,66462,12998,53464,"Other, Parking",Other,Parking,95.5,95.5,299.89999389999997,299.89999389999997,6876439.5,6876439.5,0.0,2015368.75,6876438.0,0.0,0.0,False,Compliant,1813 Westlake Ave N,Seattle,WA,47.635490000000004,-122.34103,47.94,0.72,15000.0,80.0,72000.0
392,514,2016,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,1926049033,5,NORTHWEST,1997,1.0,1.0,131387,0,131387,Retail Store,Retail Store,no information,81.30000305,82.90000153,234.5,234.0,8773058.0,8949319.0,0.0,2258064.0,7704514.0,10685.42188,1068542.0,False,Compliant,12525 AURORA AVENUE NORTH,Seattle,WA,47.72053,-122.34738999999999,110.46,0.84,42500.8,72.0,107931.0
393,515,2016,NonResidential,Warehouse,0643-Seattle - North 130th Street,1926049045,5,NORTHWEST,1999,1.0,3.0,94400,0,94400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,11.69999981,11.89999962,33.5,33.70000076,784364.5,800622.875,0.0,199550.0,680865.0,1035.0001220000001,103500.0,False,Compliant,1430 North 130th Street,Seattle,WA,47.72377,-122.34095,10.24,0.11,18069.4,38.0,67155.0
394,516,2016,NonResidential,Other,Aurora Shopping Center,1926049215,5,NORTHWEST,1964,6.0,1.0,111900,0,111900,"Parking, Strip Mall",Strip Mall,Parking,79.0,81.09999847,190.5,193.0,9814820.0,10079993.0,0.0,1872845.375,6390148.0,34246.69922,3424670.0,False,Compliant,13201 Aurora Avenue North,Seattle,WA,47.72546,-122.34658999999999,226.43,2.02,0.0,60.4,124231.0
395,517,2016,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,1926049230,5,NORTHWEST,1984,0.0,1.0,144776,0,144776,Wholesale Club/Supercenter,Wholesale Club/Supercenter,no information,92.69999695,95.5,246.1999969,249.10000609999997,13424079.0,13827966.0,0.0,3020895.5,10307295.0,31167.82617,3116783.0,False,Compliant,13550 Aurora Ave. N.,Seattle,WA,47.72803,-122.34213999999999,237.39,1.64,71521.4,56.0,144776.0
396,518,2016,NonResidential,Retail Store,AURORA ACRES (ID518),1926049371,5,NORTHWEST,1967,1.0,1.0,114000,0,114000,"Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,150.8999939,150.8999939,302.0,302.0,17225444.0,17225444.0,0.0,2296774.5,7836595.0,93888.48438,9388848.0,False,Compliant,13200 AURORA AVE N,Seattle,WA,47.7249,-122.34331999999999,553.27,4.85,56312.0,79.0,57805.0
397,519,2016,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,1926049424,5,NORTHWEST,1997,1.0,1.0,50083,0,50083,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,173.0,177.8000031,454.20001219999995,459.20001219999995,8663691.0,8901074.0,0.0,1913361.75,6528390.0,21353.00195,2135300.0,False,Compliant,13050 Aurora Avenue North,Seattle,WA,47.7235,-122.34458000000001,158.92,3.17,0.0,78.0,50065.0
398,520,2016,NonResidential,Large Office,Burke Building,1972203220,6,LAKE UNION,1988,1.0,3.0,124071,28645,95426,Office,Office,no information,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,4991360.5,0.0,1462254.125,4989211.0,21.48999977,2149.0,False,Compliant,400 North 34th Street,Seattle,WA,47.650859999999994,-122.35412,34.9,0.28,37164.0,73.0,96504.0
399,521,2016,NonResidential,Small- and Mid-Sized Office,The Evanston Building,1972206507,6,LAKE UNION,2000,1.0,4.0,90000,36528,53472,Office,Office,no information,43.29999924,43.29999924,136.0,136.0,3897738.0,3897738.0,0.0,1142361.5,3897737.0,0.0,0.0,False,Compliant,501 N 34th Street,Seattle,WA,47.64963,-122.35158,27.17,0.3,35284.8,84.0,90000.0
400,522,2016,NonResidential,Small- and Mid-Sized Office,The Waterside Building,1973200353,6,LAKE UNION,2001,1.0,3.0,96041,33709,62332,"Office, Parking",Office,Parking,87.0,87.0,273.10000610000003,273.10000610000003,5413418.0,5413418.0,0.0,1586581.875,5413417.0,0.0,0.0,False,Compliant,651 N 34th St,Seattle,WA,47.64849,-122.35041000000001,37.74,0.39,33709.0,70.0,62232.0
401,523,2016,NonResidential,Large Office,Adobe Seattle,1973200385,6,LAKE UNION,1999,1.0,3.0,280957,114829,166128,"Data Center, Office, Parking, Restaurant",Office,Parking,68.69999695,68.69999695,211.3000031,211.3000031,11325513.0,11325513.0,0.0,3219974.5,10986553.0,3366.104004,336610.0,False,Compliant,801 N 34th,Seattle,WA,47.64822,-122.34848000000001,94.47,0.34,93893.0,96.0,152579.0
402,524,2016,NonResidential,Large Office,Plaza 701 N 34th,1973200387,6,LAKE UNION,1999,1.0,4.0,243334,103032,140302,"Office, Parking",Office,Parking,62.20000076,62.20000076,187.3999939,187.3999939,8651835.0,8651835.0,0.0,2378856.0,8116657.0,5351.779785,535178.0,False,Compliant,701 N. 34th Street,Seattle,WA,47.64882,-122.34905,85.01,0.35,24549.0,89.0,138995.0
403,525,2016,NonResidential,Mixed Use Property,Seattle Art Museum,1974700010,7,DOWNTOWN,1991,1.0,6.0,154660,0,154660,"Data Center, Library, Non-Refrigerated Warehouse, Office, Other - Entertainment/Public Assembly, Other - Recreation, Other - Services, Restaurant, Social/Meeting Hall",Other - Entertainment/Public Assembly,Other - Recreation,209.3000031,212.39999390000003,519.0,522.7000122,52960796.0,53734196.0,17548416.0,10239394.0,34936812.0,4755.599609000001,475560.0,False,Compliant,1300 1st Avenue,Seattle,WA,47.6074,-122.33776999999999,1623.34,10.5,63101.0,71.8,119815.0
404,526,2016,NonResidential,Large Office,Seattle Design Center (Plaza Center),2738100010,2,GREATER DUWAMISH,1982,1.0,5.0,390295,121375,268920,"Office, Parking",Office,Parking,31.60000038,31.60000038,99.30000305,99.30000305,7683885.0,7683885.0,0.0,2252017.5,7683884.0,0.0,0.0,False,Compliant,5601 6th Ave. S,Seattle,WA,47.55146,-122.32831999999999,53.57,0.14,108408.0,95.0,243018.0
